0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
-242.44533808738666,4711.008529331166,-169310.43772326745,88807.20082782775,67.77550494692741,1804.3016805310726,-23370.31600732309,67189.08977884041,1160.8910932845085,4915.771663570437,0.0,169434.8838738348,18378.315989862058,3406715.2432193304,-57115323.32323346,84288890.08316824,25497345.92336523,3567539486.071276,-77119863319.14386,51193542962.265755,1.218494593022723,1.6885703067311009,-3.1152829363368713,3.141592653589793,0.000285704319834987,0.0005084683032154639,-0.0008056073562602798,0.002482146284440313,2,13.453619003295898,9960.455475665603,251.7300141024109,5,0.025272942057460394,2576,3138.842071626534,304.96709110981845,2576,1
60.97422786790736,319.17227624619164,-501.29126329628303,992.4997633696166,58.25364224769894,226.59856253751636,-403.5312680392534,502.0713430691884,283.37460880568864,282.89224954331513,0.0,992.4997633696166,34445.01423506392,164949.5713418518,-164515.07603519867,586983.0356078714,26088928.3142654,135471241.47007003,-104183811.31700549,531304340.0619885,0.29612585498713717,1.2240646712911618,-2.0344439357957027,3.141592653589793,0.0002679248297279329,0.001104407483650906,-0.0018380189019523879,0.0028274518234346433,1,0.10071158409118652,1115.103866581022,1.4142135623730951,0,0.001268234829737576,17,5.034139534781332,2.0,17,1
81.99858193590545,173.9197508740434,-42.952275295185885,491.0213064856006,33.793297358693096,88.75897630519006,-14.317425098395296,250.87050660924697,130.44121842793723,170.22655063104062,0.0,491.0213064856006,17557.637587934474,50683.05642497079,-45973.80582482781,117919.15950884914,3668992.444543335,13737686.336499965,-20637573.0304393,26997897.373092376,-0.17843511034260778,1.2068871970269825,-2.819842099193151,1.5707963267948966,-0.00016075333577794944,0.0010918236579140644,-0.0025491315390471065,0.0014238581886014605,2,0.09777402877807617,1106.1971718600441,1.4142135623730951,0,0.001278446192368336,7,-1.2490457723982544,0.0,7,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.013968706130981445,1102.3252696005839,0.0,0,0.0,3,0.0,0.0,3,1
48.59237958688971,428.2225125727314,-2003.0105062082139,502.31185628742514,133.76189445570836,623.847711443935,-2804.2147086914997,1001.744447098161,475.0791952619081,605.8990917137378,0.0,3446.1095775413523,34389.79093811275,306675.6805478633,-801282.0987605477,1003491.9372920003,40620684.86425546,283940288.20579934,-368434989.13966,1262763623.9920316,0.6490920424757253,1.0006316503911974,-2.191045812777718,1.5707963267948966,0.0005805150078321522,0.0008950836036747396,-0.001941548470773234,0.0014238581886014605,2,0.08971905708312988,1146.7089581834946,1.4142135623730951,1,0.0012332802951268084,31,20.121853316747483,1.3416407864998738,31,1
16.574666514064205,384.2051780319154,-1003.1820138722794,1001.1466762143453,168.9601356365979,880.0703244607035,-3342.8739937833743,1001.1466762143453,647.6119786938428,729.0804941016728,0.0,3409.0759451566546,97539.08079249106,330733.50770246214,-791603.2098684596,805060.195133985,39811931.199034676,227474709.5822491,-400172793.92024934,499503484.2323884,0.9718779262543163,1.1575456245195364,-1.7681918866447774,3.141592653589793,0.0008720399080901397,0.0010347277876900224,-0.0015882347352751574,0.0027789299719684266,1,0.11767983436584473,1131.50443346166,1.4142135623730951,2,0.001249852427043994,20,19.437558525086327,5.65685424949238,20,1
45.52365708438358,679.5812008145326,-3508.2002628748955,1005.5871493646607,137.73579804521944,1096.5126853958582,-6264.643326562314,1005.5871493646607,665.3656418010474,1114.6760936984017,0.0,7180.0574575331375,32434.04656403618,470575.3982626145,-1736726.7737338156,1715405.548147097,26688816.32673003,335116394.14657885,-865210182.62291,1245808776.997085,0.9013892201375651,1.1549558590798366,-2.0812846487116725,3.141592653589793,0.0007930572464374533,0.001001921027543128,-0.0018353664487117775,0.0026928513117608632,2,0.14461350440979004,1174.8777759207046,4.242640687119285,6,0.003611133663494909,39,35.154179585365036,0.7071067811865476,39,1
12.533895016266811,209.27877647769796,-500.9320434730682,501.23135755258124,-67.27816631251554,786.6663923315554,-3007.3881453154877,501.8911092497308,408.250549385696,707.5708856509556,0.0,3048.8713207313513,100657.40059591661,379893.62819260714,-189530.95764218844,1528189.9110933065,49392402.91435006,203636546.96922174,-125699414.06810546,807957842.3279066,0.8938947261605434,1.1858803603379098,-1.4056476493802699,3.141592653589793,0.0008076350404927867,0.0010710358706730362,-0.001262577705222736,0.00283968897969742,1,0.0558474063873291,1113.3157536092358,1.4142135623730951,0,0.0012702717605390787,16,14.302315618568695,6.0,16,1
3.1112870240806494,140.4108231883099,-334.26075868664327,500.9320434730682,14.193079039661233,188.51009466625698,-334.84783650007984,501.77102524225387,166.19561421649382,166.85741360297604,0.0,501.77102524225387,8101.8299192174145,69801.27619540702,-111774.79368591426,251774.16177266257,4804396.912668914,42606035.561757274,-102874187.09532465,140338686.8296559,0.19634954084936207,1.311285682737475,-2.356194490192345,3.141592653589793,0.0001763904763276724,0.0011819787272934743,-0.002123777831778557,0.0028230161322228267,2,0.12267279624938965,1117.849699203143,0.0,5,0.0,20,3.9269908169872414,1.0,20,1
0.0,0.0,0.0,0.0,-146.04179959927086,354.34884624012443,-1005.5871493646607,83.55520140244631,169.91471428568408,343.5408300786317,0.0,1005.5871493646607,133292.38203243908,324163.9258038504,-11170.47341335688,927183.4781744684,132259114.98582669,323777133.58565164,-2364509.7672024267,925343312.5490023,-0.2243994752564138,1.0035449615772467,-1.5707963267948966,1.5707963267948966,-0.00020354584316349236,0.0009102838972985496,-0.0014261121377495114,0.0014248185575416008,1,0.04886913299560547,1103.4535850411492,0.0,5,0.0,7,-1.5707963267948966,0.0,7,1
