0.0, 1003, 783, Moved
0.03801727294921875, 1003, 783, Moved
0.0542294979095459, 1003, 783, Pressed
0.06133723258972168, 1003, 782, Drag
0.2700536251068115, 1003, 782, Drag
0.27738523483276367, 1001, 782, Drag
0.28594541549682617, 999, 782, Drag
0.2937791347503662, 996, 782, Drag
0.3015766143798828, 990, 782, Drag
0.3075673580169678, 981, 783, Drag
0.3158130645751953, 971, 784, Drag
0.32337141036987305, 959, 784, Drag
0.33207106590270996, 949, 784, Drag
0.340015172958374, 939, 785, Drag
0.34755539894104004, 929, 788, Drag
0.35565686225891113, 917, 789, Drag
0.3638021945953369, 902, 792, Drag
0.36999940872192383, 884, 793, Drag
0.3778097629547119, 860, 798, Drag
0.38590049743652344, 823, 804, Drag
0.3939323425292969, 791, 808, Drag
0.4020650386810303, 760, 810, Drag
0.4095127582550049, 726, 810, Drag
0.4181399345397949, 702, 810, Drag
0.4255411624908447, 683, 810, Drag
0.43167710304260254, 668, 808, Drag
0.4398002624511719, 655, 808, Drag
0.4478271007537842, 645, 808, Drag
0.4550483226776123, 637, 808, Drag
0.46393871307373047, 632, 808, Drag
0.4719271659851074, 626, 808, Drag
0.47995638847351074, 624, 808, Drag
0.48839712142944336, 620, 809, Drag
0.4934377670288086, 616, 810, Drag
0.5018041133880615, 609, 810, Drag
0.5093495845794678, 601, 810, Drag
0.5180056095123291, 589, 810, Drag
0.5254194736480713, 574, 806, Drag
0.5341417789459229, 559, 803, Drag
0.5420067310333252, 548, 801, Drag
0.5493526458740234, 542, 801, Drag
0.5557401180267334, 538, 801, Drag
0.563709020614624, 535, 801, Drag
0.5718069076538086, 532, 800, Drag
0.5792107582092285, 529, 800, Drag
0.5880308151245117, 521, 800, Drag
0.5960166454315186, 509, 800, Drag
0.6033685207366943, 497, 800, Drag
0.6093058586120605, 487, 799, Drag
0.6179356575012207, 477, 798, Drag
0.625291109085083, 470, 797, Drag
0.633244514465332, 467, 797, Drag
0.6412842273712158, 466, 797, Drag
0.6498072147369385, 465, 797, Drag
0.6577575206756592, 464, 797, Drag
0.7423694133758545, 464, 797, Drag
0.7438130378723145, 464, 797, Released
0.7570767402648926, 463, 797, Moved
0.7740631103515625, 462, 797, Moved
1.0839824676513672, 463, 796, Moved
1.0912315845489502, 468, 795, Moved
1.097214937210083, 477, 794, Moved
1.1059484481811523, 491, 794, Moved
1.1139588356018066, 512, 792, Moved
1.1218092441558838, 530, 792, Moved
1.1290528774261475, 557, 796, Moved
1.1377170085906982, 597, 805, Moved
1.1456685066223145, 633, 811, Moved
1.153266429901123, 655, 814, Moved
1.1591987609863281, 678, 817, Moved
1.1672229766845703, 694, 819, Moved
1.175152063369751, 709, 820, Moved
1.1833992004394531, 724, 820, Moved
1.1918566226959229, 739, 821, Moved
1.1997416019439697, 749, 821, Moved
1.2078523635864258, 758, 823, Moved
1.2161650657653809, 768, 823, Moved
1.2219762802124023, 783, 823, Moved
1.229111909866333, 798, 823, Moved
1.2376768589019775, 816, 822, Moved
1.245943546295166, 841, 822, Moved
1.2564117908477783, 863, 821, Moved
1.2614641189575195, 885, 817, Moved
1.2699379920959473, 902, 817, Moved
1.2778143882751465, 912, 816, Moved
1.28350830078125, 920, 816, Moved
1.2914116382598877, 924, 816, Moved
1.2998440265655518, 925, 816, Moved
1.3076748847961426, 925, 816, Moved
1.3781464099884033, 926, 816, Moved
1.3940997123718262, 927, 816, Moved
1.4019489288330078, 927, 816, Moved
1.4321939945220947, 928, 816, Moved
1.4394073486328125, 928, 815, Moved
1.4481449127197266, 929, 815, Moved
1.4556586742401123, 930, 815, Moved
1.4614191055297852, 930, 814, Moved
1.4700214862823486, 933, 812, Moved
1.477327823638916, 936, 811, Moved
1.4860436916351318, 937, 811, Moved
1.49308180809021, 940, 810, Moved
1.502155065536499, 943, 809, Moved
1.5092432498931885, 943, 809, Moved
1.5181772708892822, 944, 809, Moved
1.5235743522644043, 945, 808, Moved
1.5318365097045898, 946, 808, Moved
1.539088487625122, 950, 807, Moved
1.5479943752288818, 959, 805, Moved
1.5557146072387695, 971, 802, Moved
1.5638115406036377, 986, 801, Moved
1.571868658065796, 1004, 799, Moved
1.5798537731170654, 1022, 799, Moved
1.5876789093017578, 1039, 799, Moved
1.5934135913848877, 1054, 799, Moved
1.601466178894043, 1066, 800, Moved
1.6094470024108887, 1072, 800, Moved
1.617983341217041, 1074, 800, Moved
1.7179756164550781, 1074, 799, Moved
1.7579443454742432, 1075, 799, Moved
1.7801575660705566, 1075, 798, Moved
1.7883102893829346, 1075, 798, Pressed
1.8330693244934082, 1075, 798, Drag
1.9820735454559326, 1075, 798, Drag
1.9899518489837646, 1072, 798, Drag
1.9981629848480225, 1062, 799, Drag
2.0060129165649414, 1050, 800, Drag
2.0113964080810547, 1032, 801, Drag
2.0192103385925293, 1001, 803, Drag
2.0271947383880615, 966, 805, Drag
2.0361366271972656, 922, 805, Drag
2.0432446002960205, 877, 802, Drag
2.0512197017669678, 833, 802, Drag
2.0591986179351807, 788, 803, Drag
2.067720651626587, 753, 805, Drag
2.0737249851226807, 723, 810, Drag
2.0817313194274902, 705, 812, Drag
2.0896799564361572, 692, 813, Drag
2.0979537963867188, 677, 814, Drag
2.105788469314575, 663, 817, Drag
2.1138811111450195, 651, 818, Drag
2.1215603351593018, 638, 821, Drag
2.1275522708892822, 626, 822, Drag
2.136000394821167, 616, 824, Drag
2.144845962524414, 609, 824, Drag
2.15189266204834, 602, 825, Drag
2.159271240234375, 599, 826, Drag
2.1673223972320557, 596, 827, Drag
